"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1125666939068506114","Tue May 07 07:41:26 +0000 2019","0","1. Prabowo Gunakan Media Asing untuk Memprovokasi Isu Kecurangan Pemilu #PrabowoAntekAsing #KebebasanPers","1125666939068506114","","","in","","0","1","1","https://x.com/undefined/status/1125666939068506114","158278197",
"1125666485207089153","Tue May 07 07:39:38 +0000 2019","0","Prabowo Paksa Dunia Percaya Dirinya Menang 62 Persen #PrabowoAntekAsing #KebebasanPers https://t.co/sCnsdI6FJD","1125666485207089153","https://pbs.twimg.com/media/D58rsPBUwAcVNpm.jpg","","in","","0","0","0","https://x.com/undefined/status/1125666485207089153","158278197",
"1125666400360468480","Tue May 07 07:39:18 +0000 2019","0","Halusinasi Menang 62 Persen Diumumkan Ke Dunia #PrabowoAntekAsing #KebebasanPers https://t.co/2CnG5AaLUt","1125666400360468480","https://pbs.twimg.com/media/D58rnZMUIAAWM1G.jpg","","in","","0","0","0","https://x.com/undefined/status/1125666400360468480","158278197",
"1125666344911790080","Tue May 07 07:39:05 +0000 2019","0","Kalah Pilpres Prabowo Rela Menjadi Antek Asing #PrabowoAntekAsing #KebebasanPers https://t.co/X66jqHIKRX","1125666344911790080","https://pbs.twimg.com/media/D58rkFgVUAEg44q.jpg","","in","","0","0","0","https://x.com/undefined/status/1125666344911790080","158278197",
"1125595052884025344","Tue May 07 02:55:47 +0000 2019","0","Para wartawan LSM dan pemerintah akan bergabung pada 10-11 Juli dalam acara konferensi tentang #kebebasanpers yg dituanrumahi bersama oleh 🇨🇦 &amp; 🇬🇧. Akan dibahas antara lain: kebebasan pers membela media dari sensor pemenjaraan &amp; penyiksaan. Info : https://t.co/wSh09vHSbv https://t.co/5RAvse4EOL","1125595052884025344","https://pbs.twimg.com/media/D57qlRiW4AEu56h.jpg","","in","","0","0","0","https://x.com/undefined/status/1125595052884025344","2647972784",
"1124226646762971140","Fri May 03 08:18:14 +0000 2019","2","Memperingati Hari Kebebasan Pers Sedunia yang jatuh pada 3 Mei 2019. Tahukah kamu kalau Indonesia menduduki urutan ke- 124 negara yang kebebasan persnya masih cukup berbahaya. Sumber: Reporters Without Borders #harikebebasanpers #perssehat #kebebasanpers https://t.co/6NL05ZsGRK","1124226646762971140","https://pbs.twimg.com/media/D5oOLAAUYAEaE10.jpg","","in","","0","0","0","https://x.com/undefined/status/1124226646762971140","599155034",
"1124191003169128448","Fri May 03 05:56:36 +0000 2019","3","Fakta itu penting. Kebenaran itu penting. Kebebasan berekspresi adalah #HAM yang fundamental. Kita tidak dapat membiarkan suara mereka yang berani dibungkam. Selamat Hari #KebebasanPers Sedunia! https://t.co/pvQyS8e5aL","1124191003169128448","https://pbs.twimg.com/media/D5ntsrzW0AEIy85.jpg","","in","","0","0","0","https://x.com/undefined/status/1124191003169128448","2647972784",
"1124181257301049344","Fri May 03 05:17:52 +0000 2019","9","#KedubesJerman hadir dlm Perayaan Hari Kebebasan Pers Dunia 2019 bertema Media utk Demokrasi:Jurnalisme &amp; Pemilu di Masa Disinformasi . Diskusi antara para jurnalis Dewan Pers Nasional &amp; para diplomat semuanya menunjuk pd peran penting #kebebasanpers utk demokrasi. #WPFD2019 https://t.co/ha8F9fPAmD","1124181257301049344","https://pbs.twimg.com/media/D5nkk6-UIAAcJpX.jpg","","in","","0","2","1","https://x.com/undefined/status/1124181257301049344","2289275042",
"1124162241182486529","Fri May 03 04:02:18 +0000 2019","0","World Press Freedom 3 May 2019 Asosiasi Mesia Siber Indonesia (AMSI) #kebebasanpers #amsi #balipuspanews Klik: https://t.co/JWeFLwAkiw https://t.co/AWNAds5xDO","1124162241182486529","https://pbs.twimg.com/media/D5nTmfXWkAAk-Jh.jpg","","in","","0","0","0","https://x.com/undefined/status/1124162241182486529","798478258119405568",
"1124154038621065216","Fri May 03 03:29:43 +0000 2019","1","Speak Up! Utk satu kebebasan b'pendapat &amp; b'tanggung jawab. Freedom of Press. Ripple10 mengucapkan Selamat Hari Kebebasan Pers Internasional. Stop kekerasan terhadap wartawan. . #harikebebasanpers #kebebasanpers #stopkekerasanpers #freedomofpers #ripple10 #ripple10update https://t.co/aKGzODMjO1","1124154038621065216","https://pbs.twimg.com/media/D5nMIBcVUAAGB1W.jpg","","in","","0","0","0","https://x.com/undefined/status/1124154038621065216","847032204014215172",
